asset_id,asset_type,business_unit,internet_exposed,asset_criticality,data_sensitivity,revenue_dependency
AST-004362,Workstation,Marketing,1,5,2,Critical
AST-004363,Workstation,Operations,1,1,1,Medium
AST-004364,Workstation,Sales,0,2,1,Medium
AST-004365,Server,Finance,0,2,1,Medium
AST-004366,Workstation,Sales,0,1,2,Low
AST-004367,Server,Finance,0,3,2,Medium
AST-004368,Workstation,Finance,0,2,1,Medium
AST-004369,Server,Operations,0,1,1,Low
AST-004370,Server,Sales,1,3,2,High
AST-004371,Server,Sales,0,1,3,Medium
AST-004372,Database,Finance,1,5,3,Critical
AST-004373,Server,Engineering,0,1,1,Low
AST-004374,Database,Marketing,0,2,2,Medium
AST-004375,Workstation,HR,0,1,2,Medium
AST-004376,Workstation,Sales,0,1,3,Medium
AST-004377,Database,Marketing,0,3,3,Critical
AST-004378,Network_Device,Marketing,0,2,1,Low
AST-004379,Server,Engineering,0,4,1,High
AST-004380,Workstation,Marketing,0,2,1,Medium
AST-004381,Server,Sales,0,4,1,Medium
AST-004382,Server,Operations,0,5,4,Critical
AST-004383,Workstation,Operations,0,2,1,Low
AST-004384,Workstation,Marketing,0,2,1,Medium
AST-004385,Network_Device,Sales,0,3,3,High
AST-004386,Workstation,Sales,1,1,1,Low
AST-004387,Cloud_Storage,Finance,0,4,1,Medium
AST-004388,Server,Engineering,0,2,1,Low
AST-004389,Server,HR,0,3,2,Medium
AST-004390,Server,Finance,0,1,1,Low
AST-004391,Server,HR,0,3,1,Medium
AST-004392,Workstation,Sales,0,1,1,Low
AST-004393,Workstation,Operations,1,3,2,Medium
AST-004394,Server,Finance,0,2,1,Medium
AST-004395,Cloud_Storage,Marketing,0,1,3,High
AST-004396,Network_Device,Marketing,0,5,1,High
AST-004397,Server,HR,0,3,1,High
AST-004398,Server,Sales,0,5,2,Critical
AST-004399,Server,Operations,1,1,1,Low
AST-004400,Server,HR,1,2,1,Medium
AST-004401,Server,Operations,1,2,2,Medium
AST-004402,Workstation,Engineering,0,2,1,Medium
AST-004403,Server,Operations,1,1,2,Medium
AST-004404,Database,Marketing,0,1,1,Low
AST-004405,Cloud_Storage,Finance,1,4,3,High
AST-004406,Workstation,Finance,1,2,4,High
AST-004407,Cloud_Storage,Finance,0,5,1,High
AST-004408,Server,Operations,0,1,2,Medium
AST-004409,Database,Marketing,0,5,1,Critical
AST-004410,Workstation,Operations,1,2,3,High
AST-004411,Server,Sales,0,3,1,Critical
AST-004412,Server,Marketing,1,1,2,Low
AST-004413,Workstation,Marketing,0,4,2,High
AST-004414,Workstation,Operations,0,2,1,Medium
AST-004415,Workstation,Operations,0,2,1,Medium
AST-004416,Workstation,Finance,1,1,1,Low
AST-004417,Workstation,Marketing,0,2,3,High
AST-004418,Server,Finance,0,4,1,Medium
AST-004419,Database,Sales,0,1,2,Medium
AST-004420,Server,Engineering,0,3,1,Medium
AST-004421,Server,Finance,0,1,1,Medium
AST-004422,Cloud_Storage,Operations,0,4,2,Critical
AST-004423,Workstation,HR,1,5,3,Critical
AST-004424,Workstation,Engineering,1,1,2,Medium
AST-004425,Database,Sales,0,1,2,Medium
AST-004426,Database,Operations,1,2,2,Medium
AST-004427,Server,Engineering,1,1,2,Medium
AST-004428,Server,Operations,0,2,1,Medium
AST-004429,Server,Finance,0,1,3,Medium
AST-004430,Workstation,Operations,0,2,2,Medium
AST-004431,Workstation,Sales,0,1,2,Low
AST-004432,Workstation,HR,0,1,2,Medium
AST-004433,Workstation,Finance,1,1,1,Low
AST-004434,Cloud_Storage,Finance,1,2,1,Low
AST-004435,Server,Sales,0,2,1,Medium
AST-004436,Server,Sales,0,1,2,Medium
AST-004437,Database,Engineering,0,2,1,Medium
AST-004438,Workstation,HR,1,4,1,Medium
AST-004439,Cloud_Storage,Operations,0,1,3,High
AST-004440,Server,Engineering,0,3,2,Medium
AST-004441,Network_Device,Operations,0,2,1,Low
AST-004442,Network_Device,Operations,0,1,2,High
AST-004443,Server,Operations,0,1,1,Low
AST-004444,Database,Engineering,1,2,2,Medium
AST-004445,Workstation,Finance,0,3,2,Medium
AST-004446,Cloud_Storage,Sales,1,1,1,Low
AST-004447,Server,Finance,0,5,1,High
AST-004448,Workstation,HR,0,2,1,Medium
AST-004449,Database,Engineering,0,1,1,Low
AST-004450,Workstation,HR,1,1,1,Medium
AST-004451,Workstation,Sales,1,1,4,Medium
AST-004452,Workstation,Sales,0,2,1,Low
AST-004453,Network_Device,Marketing,1,2,3,High
AST-004454,Network_Device,HR,0,3,2,High
AST-004455,Network_Device,Finance,0,3,2,Medium
AST-004456,Server,HR,0,1,1,Medium
AST-004457,Workstation,Engineering,1,2,1,Medium
AST-004458,Server,Sales,0,1,2,High
AST-004459,Workstation,Sales,0,1,3,Medium
AST-004460,Workstation,HR,0,3,1,High
AST-004461,Workstation,HR,0,1,2,Medium
AST-004462,Workstation,Operations,0,3,1,Medium
AST-004463,Cloud_Storage,HR,0,5,1,Critical
AST-004464,Server,Operations,0,2,2,Medium
AST-004465,Workstation,Engineering,1,1,2,Low
AST-004466,Database,Engineering,0,1,1,Medium
AST-004467,Server,Finance,0,1,1,Low
AST-004468,Server,HR,0,2,1,Medium
AST-004469,Cloud_Storage,Finance,0,3,4,Critical
AST-004470,Network_Device,Marketing,1,2,1,Medium
AST-004471,Cloud_Storage,Engineering,0,3,1,Medium
AST-004472,Cloud_Storage,Sales,1,3,1,Medium
AST-004473,Server,Operations,1,4,1,High
AST-004474,Database,Marketing,1,1,2,Low
AST-004475,Workstation,Sales,0,4,1,Medium
AST-004476,Workstation,Marketing,0,2,2,Medium
AST-004477,Workstation,Finance,0,1,1,Low
AST-004478,Database,Finance,1,5,2,Critical
AST-004479,Workstation,Operations,0,5,1,Critical
AST-004480,Workstation,Engineering,0,2,3,Medium
AST-004481,Server,Operations,0,3,1,Medium
AST-004482,Workstation,Sales,0,1,2,Medium
AST-004483,Workstation,Marketing,1,2,2,High
AST-004484,Workstation,Operations,0,1,2,Low
AST-004485,Server,HR,0,2,1,Medium
AST-004486,Workstation,HR,0,2,4,High
AST-004487,Server,Engineering,0,1,1,Low
AST-004488,Database,Operations,1,2,3,High
AST-004489,Workstation,Sales,1,1,1,Medium
AST-004490,Workstation,HR,0,1,1,Low
AST-004491,Server,Engineering,0,1,1,Low
AST-004492,Workstation,Operations,0,2,1,Low
AST-004493,Workstation,Engineering,1,1,1,Low
AST-004494,Workstation,Sales,1,1,1,Low
AST-004495,Workstation,HR,1,1,4,High
AST-004496,Workstation,HR,0,1,2,Medium
AST-004497,Workstation,HR,1,2,1,Medium
AST-004498,Server,Finance,1,4,1,Medium
AST-004499,Server,HR,0,1,2,Medium
AST-004500,Workstation,Marketing,0,2,1,Medium
AST-004501,Workstation,Finance,1,1,3,Medium
AST-004502,Workstation,Operations,0,1,2,Medium
AST-004503,Server,Finance,0,1,2,High
AST-004504,Server,Finance,0,4,2,High
AST-004505,Workstation,Finance,0,2,2,High
AST-004506,Server,Engineering,0,2,1,Medium
AST-004507,Workstation,Marketing,0,2,1,Medium
AST-004508,Server,Sales,1,1,1,Low
AST-004509,Workstation,HR,1,4,2,High
AST-004510,Cloud_Storage,Finance,1,1,1,Low
AST-004511,Server,Sales,0,1,2,Medium
AST-004512,Workstation,Engineering,0,1,1,Medium
AST-004513,Server,Sales,0,1,1,Medium
AST-004514,Workstation,Finance,0,1,1,Medium
AST-004515,Workstation,Operations,0,2,2,Medium
AST-004516,Workstation,Marketing,1,1,3,High
AST-004517,Workstation,Sales,0,2,2,Medium
AST-004518,Network_Device,Finance,0,1,3,Medium
AST-004519,Server,Finance,0,5,4,Critical
AST-004520,Server,HR,0,1,2,Medium
AST-004521,Network_Device,Operations,1,2,1,Medium
AST-004522,Workstation,HR,1,3,1,Medium
AST-004523,Network_Device,Operations,0,1,1,Medium
AST-004524,Workstation,Marketing,0,1,4,Critical
AST-004525,Network_Device,HR,0,1,1,Low
AST-004526,Workstation,Marketing,1,1,1,Medium
AST-004527,Workstation,Engineering,0,1,3,Medium
AST-004528,Cloud_Storage,Engineering,0,2,1,Low
AST-004529,Workstation,Operations,0,2,2,Low
AST-004530,Server,Operations,0,2,2,Medium
AST-004531,Server,HR,0,1,3,Medium
AST-004532,Server,Engineering,0,4,3,High
AST-004533,Server,Sales,0,1,3,Medium
AST-004534,Database,Sales,0,1,2,High
AST-004535,Workstation,Sales,1,1,1,Low
AST-004536,Workstation,Engineering,0,1,2,Low
AST-004537,Workstation,Sales,0,2,3,Medium
AST-004538,Workstation,Marketing,1,2,1,Low
AST-004539,Server,Finance,1,2,1,Medium
AST-004540,Server,Operations,0,2,1,Low
AST-004541,Server,HR,0,5,2,Critical
AST-004542,Workstation,Marketing,0,2,1,Low
AST-004543,Server,Sales,1,2,2,High
AST-004544,Server,Finance,1,1,1,Low
AST-004545,Workstation,HR,0,1,1,Low
AST-004546,Network_Device,Marketing,0,2,1,Medium
AST-004547,Server,HR,0,1,2,Low
AST-004548,Workstation,Operations,0,2,1,Medium
AST-004549,Workstation,Engineering,0,1,1,Low
AST-004550,Workstation,Sales,0,3,3,Critical
AST-004551,Cloud_Storage,Marketing,0,5,3,Critical
AST-004552,Server,Marketing,0,1,3,Medium
AST-004553,Server,Finance,0,3,2,High
AST-004554,Network_Device,Finance,0,4,3,Critical
AST-004555,Workstation,Finance,0,5,2,High
AST-004556,Workstation,HR,0,1,4,Medium
AST-004557,Workstation,Sales,1,3,1,High
AST-004558,Workstation,HR,0,1,1,Medium
AST-004559,Cloud_Storage,Sales,1,2,1,Medium
AST-004560,Cloud_Storage,Marketing,0,3,3,Critical
AST-004561,Workstation,HR,1,3,2,Medium
AST-004562,Server,HR,1,1,1,Low
AST-004563,Network_Device,HR,0,3,2,High
AST-004564,Server,Engineering,0,2,3,Critical
AST-004565,Server,Operations,0,1,3,Medium
AST-004566,Network_Device,Sales,1,2,2,Medium
AST-004567,Server,Sales,0,4,2,Critical
AST-004568,Server,HR,0,5,1,High
AST-004569,Server,Engineering,0,3,1,Medium
AST-004570,Network_Device,HR,1,1,3,Medium
AST-004571,Workstation,Sales,0,1,2,Low
AST-004572,Workstation,Operations,0,1,2,Medium
AST-004573,Server,Operations,0,1,1,Low
AST-004574,Workstation,Marketing,0,1,1,Low
AST-004575,Workstation,Engineering,0,1,1,Low
AST-004576,Database,Operations,0,1,2,Medium
AST-004577,Workstation,Engineering,1,4,2,High
AST-004578,Server,HR,1,2,3,High
AST-004579,Cloud_Storage,Marketing,1,3,2,High
AST-004580,Workstation,Sales,0,1,1,Low
AST-004581,Cloud_Storage,Operations,1,2,1,Low
AST-004582,Database,Operations,0,1,3,Medium
AST-004583,Workstation,Finance,0,2,1,Medium
AST-004584,Workstation,Sales,1,2,2,Medium
AST-004585,Workstation,Operations,1,2,2,Medium
AST-004586,Cloud_Storage,Operations,0,3,1,Medium
AST-004587,Database,Sales,1,4,1,Medium
AST-004588,Server,Marketing,1,2,1,High
AST-004589,Workstation,Engineering,0,1,1,Low
AST-004590,Workstation,Sales,0,4,2,High
AST-004591,Workstation,Engineering,1,3,2,High
AST-004592,Server,Marketing,0,2,4,High
AST-004593,Workstation,Marketing,0,3,3,High
AST-004594,Database,HR,1,1,1,Low
AST-004595,Workstation,Finance,0,1,2,Medium
AST-004596,Workstation,Marketing,0,1,2,Low
AST-004597,Workstation,Marketing,0,1,1,Low
AST-004598,Server,Engineering,0,2,4,High
AST-004599,Workstation,Marketing,1,1,2,Low
AST-004600,Server,Sales,0,4,3,Critical
AST-004601,Server,HR,0,2,4,High
AST-004602,Workstation,HR,1,1,2,Medium
AST-004603,Cloud_Storage,Sales,1,1,1,Low
AST-004604,Database,Operations,0,2,2,Medium
AST-004605,Workstation,Marketing,1,1,2,Medium
AST-004606,Network_Device,Finance,0,3,2,High
AST-004607,Network_Device,Marketing,0,3,1,Medium
AST-004608,Server,HR,0,2,1,Medium
AST-004609,Cloud_Storage,Finance,0,1,3,High
AST-004610,Database,Operations,0,3,4,High
AST-004611,Database,Engineering,0,1,1,Low
AST-004612,Server,Engineering,0,1,3,Medium
AST-004613,Workstation,Marketing,0,2,1,Low
AST-004614,Server,Marketing,0,4,3,Critical
AST-004615,Server,Finance,0,1,1,Low
AST-004616,Database,Finance,0,4,4,Critical
AST-004617,Network_Device,Operations,0,1,2,Medium
AST-004618,Network_Device,Marketing,0,1,1,Low
AST-004619,Database,HR,0,2,1,Low
AST-004620,Network_Device,Engineering,0,1,1,Low
AST-004621,Network_Device,Operations,0,1,2,Medium
AST-004622,Workstation,Finance,1,1,3,High
AST-004623,Server,HR,1,1,2,Medium
AST-004624,Workstation,Marketing,1,1,3,Medium
AST-004625,Cloud_Storage,Sales,0,3,2,High
AST-004626,Workstation,Finance,0,3,4,High
AST-004627,Database,Operations,0,5,2,Critical
AST-004628,Workstation,Sales,1,3,1,Medium
AST-004629,Workstation,HR,0,2,2,Medium
AST-004630,Workstation,Engineering,0,2,1,Low
AST-004631,Server,HR,0,4,4,Critical
AST-004632,Database,Engineering,1,1,1,Low
AST-004633,Network_Device,HR,0,1,1,Medium
AST-004634,Network_Device,Finance,0,3,1,Medium
AST-004635,Server,Finance,1,1,2,Medium
AST-004636,Cloud_Storage,Operations,0,4,1,High
AST-004637,Database,Sales,0,2,4,High
AST-004638,Workstation,HR,0,1,1,Low
AST-004639,Workstation,HR,0,3,1,Medium
AST-004640,Network_Device,Sales,0,1,1,Low
AST-004641,Cloud_Storage,Marketing,0,5,1,Critical
AST-004642,Database,Operations,0,5,1,Critical
AST-004643,Network_Device,HR,1,2,1,Medium
AST-004644,Server,Operations,0,1,1,Low
AST-004645,Workstation,HR,0,1,1,Low
AST-004646,Workstation,HR,0,2,1,Low
AST-004647,Workstation,Marketing,1,4,2,High
AST-004648,Server,Finance,0,1,1,Medium
AST-004649,Network_Device,Operations,0,1,1,Low
AST-004650,Server,Sales,0,1,1,Low
AST-004651,Server,Operations,0,2,2,Medium
AST-004652,Workstation,Marketing,0,4,1,High
AST-004653,Workstation,Engineering,1,1,2,Low
AST-004654,Network_Device,Engineering,0,1,4,High
AST-004655,Database,Marketing,1,2,1,Low
AST-004656,Server,Marketing,0,3,1,Low
AST-004657,Network_Device,Finance,1,3,1,Medium
AST-004658,Workstation,Operations,0,3,1,Medium
AST-004659,Server,Operations,0,1,1,Low
AST-004660,Workstation,Engineering,0,1,1,Low
AST-004661,Workstation,Sales,0,5,3,Critical
AST-004662,Workstation,Operations,1,5,1,Medium
AST-004663,Workstation,HR,0,2,1,Low
AST-004664,Network_Device,HR,0,3,2,High
AST-004665,Network_Device,Finance,0,5,1,Critical
AST-004666,Workstation,Finance,1,2,1,Medium
AST-004667,Server,Engineering,0,1,2,Medium
AST-004668,Network_Device,Sales,1,2,1,Medium
AST-004669,Workstation,Sales,1,5,3,Critical
AST-004670,Workstation,Marketing,1,2,1,Medium
AST-004671,Database,Finance,0,3,2,High
AST-004672,Network_Device,Operations,0,2,2,High
AST-004673,Workstation,HR,0,1,1,Low
AST-004674,Server,Operations,1,1,1,Low
AST-004675,Workstation,HR,1,5,1,High
AST-004676,Network_Device,Engineering,0,2,3,High
AST-004677,Server,HR,1,1,2,Low
AST-004678,Cloud_Storage,Operations,0,5,1,High
AST-004679,Workstation,Operations,0,2,2,Low
AST-004680,Workstation,Sales,0,3,2,High
AST-004681,Server,Sales,1,2,4,Critical
AST-004682,Server,Finance,1,1,1,Low
AST-004683,Cloud_Storage,Operations,1,2,3,High
AST-004684,Server,Engineering,1,5,1,High
AST-004685,Workstation,HR,0,1,3,Medium
AST-004686,Database,Finance,1,3,1,High
AST-004687,Server,Marketing,0,1,1,Medium
AST-004688,Server,Marketing,1,1,3,Medium
AST-004689,Workstation,HR,1,1,3,Low
AST-004690,Cloud_Storage,HR,0,4,1,Medium
AST-004691,Database,HR,0,2,2,High
AST-004692,Database,Sales,0,2,1,Medium
AST-004693,Database,HR,1,3,1,High
AST-004694,Workstation,Marketing,0,1,1,Low
AST-004695,Workstation,HR,0,1,1,Low
AST-004696,Network_Device,Operations,1,1,2,Medium
AST-004697,Workstation,Engineering,0,2,1,Medium
AST-004698,Workstation,Marketing,0,2,1,Low
AST-004699,Server,Engineering,0,4,3,Critical
AST-004700,Cloud_Storage,Marketing,0,2,1,Medium
AST-004701,Server,Finance,1,1,2,Low
AST-004702,Server,Operations,0,3,3,High
AST-004703,Workstation,Marketing,0,1,1,Medium
AST-004704,Workstation,Operations,0,4,1,Critical
AST-004705,Workstation,Marketing,0,1,2,Low
AST-004706,Workstation,Engineering,1,1,2,Low
AST-004707,Workstation,Engineering,1,2,2,High
AST-004708,Server,Marketing,0,1,2,High
AST-004709,Network_Device,Marketing,0,1,3,Medium
AST-004710,Workstation,Sales,0,2,1,Medium
AST-004711,Workstation,Operations,0,1,2,Low
AST-004712,Workstation,Operations,0,1,1,Medium
AST-004713,Server,Operations,1,1,1,Low
AST-004714,Workstation,Operations,0,2,1,Medium
AST-004715,Workstation,Finance,0,1,1,Low
AST-004716,Database,Finance,0,1,3,Medium
AST-004717,Workstation,HR,0,2,1,Low
AST-004718,Cloud_Storage,Marketing,1,3,1,Medium
AST-004719,Workstation,Marketing,0,2,1,Low
AST-004720,Cloud_Storage,Marketing,0,1,1,Low
AST-004721,Database,Marketing,0,1,2,Medium
AST-004722,Server,Operations,1,2,2,High
AST-004723,Server,Operations,0,4,3,Critical
AST-004724,Workstation,Finance,1,2,2,Low
AST-004725,Server,Engineering,0,1,2,Low
AST-004726,Server,Sales,1,1,1,Low
AST-004727,Cloud_Storage,Operations,1,4,2,High
AST-004728,Network_Device,Operations,0,3,1,High
AST-004729,Workstation,Operations,1,1,4,High
AST-004730,Server,Engineering,0,1,4,High
AST-004731,Server,Engineering,0,4,3,Critical
AST-004732,Server,Finance,0,1,1,Low
AST-004733,Workstation,Operations,0,2,1,Medium
AST-004734,Cloud_Storage,Sales,0,3,3,Critical
AST-004735,Workstation,Marketing,1,1,2,Low
AST-004736,Server,Operations,1,1,2,Medium
AST-004737,Workstation,Finance,0,1,1,Low
AST-004738,Database,Finance,1,4,3,Critical
AST-004739,Database,Sales,0,2,2,High
AST-004740,Workstation,HR,0,3,1,Low
AST-004741,Workstation,Finance,1,2,3,Critical
AST-004742,Server,Engineering,0,4,1,High
AST-004743,Server,Engineering,0,4,2,High
AST-004744,Cloud_Storage,Marketing,1,2,1,Low
AST-004745,Server,Finance,0,1,2,Medium
AST-004746,Server,Marketing,0,2,1,Low
AST-004747,Server,Finance,0,2,1,Medium
AST-004748,Server,Sales,0,2,2,High
AST-004749,Database,Operations,1,3,1,Medium
AST-004750,Network_Device,Finance,0,1,3,High
AST-004751,Database,HR,0,1,1,Low
AST-004752,Workstation,Engineering,0,2,3,High
AST-004753,Workstation,Sales,0,1,1,Medium
AST-004754,Workstation,Operations,0,2,2,Medium
AST-004755,Network_Device,Operations,0,5,1,Medium
AST-004756,Network_Device,Engineering,0,2,1,Medium
AST-004757,Server,Operations,0,4,2,High
AST-004758,Workstation,Marketing,0,3,1,Medium
AST-004759,Workstation,Sales,1,3,4,Critical
AST-004760,Cloud_Storage,HR,1,2,1,Low
AST-004761,Workstation,Engineering,1,1,3,High
AST-004762,Cloud_Storage,Finance,0,2,2,Medium
AST-004763,Workstation,Finance,0,1,2,Low
AST-004764,Server,Finance,1,5,1,Critical
AST-004765,Workstation,Sales,0,1,1,Low
AST-004766,Cloud_Storage,HR,0,1,1,Medium
AST-004767,Network_Device,Operations,1,2,2,Medium
AST-004768,Server,HR,1,2,2,Medium
AST-004769,Workstation,HR,1,1,2,Medium
AST-004770,Database,Engineering,1,1,3,Medium
AST-004771,Server,Sales,0,3,1,Medium
AST-004772,Workstation,Finance,0,2,1,Medium
AST-004773,Server,Engineering,1,1,1,Medium
AST-004774,Network_Device,Operations,0,2,3,High
AST-004775,Database,HR,1,1,1,Low
AST-004776,Network_Device,Finance,0,1,2,Low
AST-004777,Server,Sales,0,5,1,High
AST-004778,Database,Marketing,1,1,1,Low
AST-004779,Server,HR,0,1,2,Medium
AST-004780,Server,HR,1,5,1,Critical
AST-004781,Server,HR,0,3,1,Medium
AST-004782,Server,HR,1,1,2,High
AST-004783,Workstation,Finance,0,2,1,Medium
AST-004784,Server,Sales,0,4,1,High
AST-004785,Workstation,Engineering,0,1,2,Medium
AST-004786,Database,Finance,0,2,2,Medium
AST-004787,Network_Device,Sales,1,2,1,Low
AST-004788,Cloud_Storage,Engineering,0,2,2,Medium
AST-004789,Workstation,HR,0,2,2,High
AST-004790,Database,Sales,0,2,1,Medium
AST-004791,Server,HR,0,1,2,Low
AST-004792,Cloud_Storage,Sales,0,3,2,Medium
AST-004793,Server,Operations,0,1,1,Low
AST-004794,Server,Marketing,0,2,2,Medium
AST-004795,Server,HR,1,2,2,Medium
AST-004796,Database,HR,0,3,3,High
AST-004797,Server,HR,1,2,2,Medium
AST-004798,Workstation,Operations,0,3,1,High
AST-004799,Server,Finance,0,1,1,Medium
AST-004800,Workstation,Engineering,0,2,3,Medium
AST-004801,Server,HR,0,3,3,High
AST-004802,Server,HR,0,4,1,High
AST-004803,Cloud_Storage,Finance,1,2,1,High
AST-004804,Server,Finance,0,1,2,Low
AST-004805,Network_Device,Marketing,1,1,2,Medium
AST-004806,Workstation,Sales,0,1,1,Low
AST-004807,Server,HR,0,2,2,Low
AST-004808,Cloud_Storage,Sales,0,1,1,Medium
AST-004809,Server,Finance,1,5,1,Critical
AST-004810,Network_Device,Finance,0,4,1,Medium
AST-004811,Server,Marketing,1,1,2,Medium
AST-004812,Network_Device,Engineering,0,2,3,Medium
AST-004813,Server,Operations,0,3,1,Medium
AST-004814,Workstation,Operations,0,1,1,Low
AST-004815,Workstation,Operations,1,2,3,High
AST-004816,Cloud_Storage,Finance,1,2,1,Medium
AST-004817,Cloud_Storage,HR,0,1,2,Low
AST-004818,Network_Device,Marketing,1,2,2,Medium
AST-004819,Network_Device,Engineering,0,5,1,Critical
AST-004820,Server,Operations,1,1,1,Low
AST-004821,Server,Marketing,1,2,3,Medium
AST-004822,Server,Finance,1,1,2,Medium
AST-004823,Database,Operations,1,4,1,High
AST-004824,Database,Engineering,0,4,3,Critical
AST-004825,Workstation,Sales,0,1,1,Medium
AST-004826,Server,Engineering,0,4,1,High
AST-004827,Workstation,HR,0,1,2,High
AST-004828,Server,Operations,0,1,2,Medium
AST-004829,Database,Operations,0,2,1,Medium
AST-004830,Workstation,Sales,0,1,1,Medium
AST-004831,Workstation,Sales,0,2,2,Medium
AST-004832,Workstation,Operations,0,2,2,Medium
AST-004833,Workstation,HR,0,1,3,High
AST-004834,Server,Sales,1,1,1,Low
AST-004835,Workstation,Finance,0,2,2,Medium
AST-004836,Server,Operations,1,1,1,Low
AST-004837,Database,Engineering,0,1,3,Medium
AST-004838,Workstation,Engineering,0,1,1,Low
AST-004839,Server,HR,0,3,2,Medium
AST-004840,Server,Finance,0,4,3,High
AST-004841,Cloud_Storage,Sales,0,1,3,Low
AST-004842,Cloud_Storage,Operations,0,1,2,Low
AST-004843,Database,Engineering,0,2,2,Medium
AST-004844,Server,Engineering,0,5,3,Critical
AST-004845,Server,Engineering,1,1,3,Medium
AST-004846,Database,Engineering,0,4,2,High
AST-004847,Cloud_Storage,Marketing,0,2,2,Medium
AST-004848,Server,HR,0,5,1,Medium
AST-004849,Workstation,Sales,0,1,1,Medium
AST-004850,Server,Operations,1,5,1,Critical
AST-004851,Cloud_Storage,Operations,0,2,1,Medium
AST-004852,Database,Operations,0,5,2,Critical
AST-004853,Workstation,Sales,0,2,1,Medium
AST-004854,Database,HR,0,2,1,Low
AST-004855,Workstation,Finance,0,3,1,High
AST-004856,Server,HR,1,3,1,Medium
AST-004857,Server,Engineering,0,2,1,Medium
AST-004858,Cloud_Storage,Engineering,0,2,3,High
AST-004859,Cloud_Storage,HR,0,3,2,High
AST-004860,Network_Device,HR,0,4,1,High
AST-004861,Workstation,Sales,0,1,1,Low
AST-004862,Network_Device,Sales,0,2,2,Medium
AST-004863,Server,Marketing,0,4,2,High
AST-004864,Database,Operations,0,2,1,Medium
AST-004865,Database,Marketing,0,3,1,Medium
AST-004866,Workstation,Operations,0,4,1,High
AST-004867,Database,Engineering,0,3,1,Low
AST-004868,Server,Marketing,0,3,1,Medium
AST-004869,Workstation,Marketing,0,5,2,Critical
AST-004870,Network_Device,Finance,0,4,3,Critical
AST-004871,Database,HR,1,3,1,Medium
AST-004872,Server,Sales,1,1,2,Low
AST-004873,Server,Marketing,1,1,4,Medium
AST-004874,Server,Sales,1,2,2,Medium
AST-004875,Server,Operations,1,3,2,Critical
AST-004876,Workstation,Marketing,1,1,3,Medium
AST-004877,Workstation,Operations,1,1,1,Low
AST-004878,Workstation,Marketing,1,1,1,Medium
AST-004879,Database,Engineering,0,3,4,Critical
AST-004880,Network_Device,Finance,0,4,1,Critical
AST-004881,Server,Operations,1,4,2,Critical
AST-004882,Workstation,HR,0,1,3,Medium
AST-004883,Network_Device,HR,1,1,1,Low
AST-004884,Server,Engineering,0,2,2,Medium
AST-004885,Server,Engineering,0,1,2,Medium
AST-004886,Network_Device,HR,1,2,1,Low
AST-004887,Database,Operations,1,1,1,Medium
AST-004888,Workstation,HR,0,1,2,Low
AST-004889,Server,Finance,1,2,1,Medium
AST-004890,Workstation,Marketing,1,1,1,Low
AST-004891,Database,Finance,0,1,1,Medium
AST-004892,Server,HR,0,2,2,Medium
AST-004893,Workstation,Marketing,0,1,3,Medium
AST-004894,Server,HR,0,2,2,Medium
AST-004895,Database,Finance,0,1,1,Medium
AST-004896,Server,Finance,0,2,4,High
AST-004897,Server,Operations,0,5,1,High
AST-004898,Server,Operations,1,2,1,Medium
AST-004899,Server,Finance,0,2,1,Medium
AST-004900,Cloud_Storage,Marketing,0,4,1,High
AST-004901,Server,Operations,0,1,1,Medium
AST-004902,Workstation,Operations,1,1,1,Low
AST-004903,Server,Sales,1,1,1,Medium
AST-004904,Database,Sales,0,2,2,Medium
AST-004905,Cloud_Storage,Operations,1,2,1,Medium
AST-004906,Server,HR,1,1,2,Low
AST-004907,Cloud_Storage,Marketing,1,4,2,High
AST-004908,Server,Engineering,1,1,1,Low
AST-004909,Workstation,Operations,0,4,3,Critical
AST-004910,Workstation,Sales,0,4,1,High
AST-004911,Network_Device,Marketing,0,5,1,Critical
AST-004912,Workstation,Marketing,0,3,1,High
AST-004913,Workstation,Sales,0,1,2,High
AST-004914,Server,Marketing,1,3,2,High
AST-004915,Server,Marketing,0,1,2,High
AST-004916,Cloud_Storage,Sales,1,4,1,High
AST-004917,Database,Finance,0,1,1,Low
AST-004918,Database,Operations,0,1,2,Medium
AST-004919,Workstation,HR,0,4,3,High
AST-004920,Database,Engineering,0,1,2,Medium
AST-004921,Cloud_Storage,HR,1,1,1,Low
AST-004922,Workstation,Finance,1,2,1,Medium
AST-004923,Workstation,Finance,0,3,1,Medium
AST-004924,Network_Device,Marketing,1,2,2,Medium
AST-004925,Server,HR,1,2,1,Medium
AST-004926,Server,Finance,0,4,1,Medium
AST-004927,Workstation,HR,0,1,2,Medium
AST-004928,Server,Finance,0,2,1,Medium
AST-004929,Workstation,Engineering,0,3,2,High
AST-004930,Cloud_Storage,Finance,1,2,2,High
AST-004931,Workstation,HR,0,2,1,Low
AST-004932,Database,Marketing,0,1,3,High
AST-004933,Cloud_Storage,HR,0,1,2,Medium
AST-004934,Workstation,Sales,1,1,1,Low
AST-004935,Workstation,HR,1,1,3,Medium
AST-004936,Database,Engineering,0,1,2,Medium
AST-004937,Cloud_Storage,Operations,0,2,2,High
AST-004938,Workstation,Engineering,0,1,2,Medium
AST-004939,Workstation,Engineering,1,3,1,High
AST-004940,Network_Device,Finance,0,4,1,High
AST-004941,Database,Engineering,1,1,2,Low
