asset_id,asset_type,business_unit,internet_exposed,asset_criticality,data_sensitivity,revenue_dependency,vulnerability_count,critical_vulnerability_count,avg_cvss,avg_epss,patch_delay,failed_logins,anomaly_count,mfa_coverage,edr_coverage,backup_coverage,control_effectiveness,incident_probability_true,incident_occurred,total_loss,recovery_cost,downtime_hours
AST-004124,Cloud_Storage,Sales,0,1,2,Medium,3,0,4.107688960847858,0.018827307894063276,7.282129576192849,4,0,0.8422959090591375,0.6027662387960488,0.8222916927538901,0.7557846135363588,0.0021697691775562403,0,0.0,0.0,0.0
AST-004125,Workstation,Sales,0,2,2,Medium,4,1,9.482656536621073,0.03877513294032619,1.5110285297400634,1,1,0.0,0.32408824645554396,0.8229973384191805,0.3823618616249082,0.01865134903573681,0,0.0,0.0,0.0
AST-004126,Workstation,Marketing,0,2,1,Low,2,0,3.9256909880987063,0.12966025220102026,25.297694097692585,1,2,0.49839958833120673,0.5324531695883935,0.9180158706745636,0.6496228761980546,0.03208619643058666,0,0.0,0.0,0.0
AST-004127,Workstation,Marketing,0,1,1,Medium,2,1,8.903825667948123,0.220301865068995,21.179358454434617,1,0,0.5516397391030605,0.5803327390947083,0.3811373913069214,0.5043699565015634,0.0294871497561022,0,0.0,0.0,0.0
AST-004128,Cloud_Storage,Finance,0,4,2,High,1,0,5.198228774663655,0.060749091566786165,5.0763287728089015,2,1,0.9054786569237481,0.8302110886546704,0.8655155081069864,0.867068417895135,0.0011701558815621297,0,0.0,0.0,0.0
AST-004129,Server,Finance,1,1,1,Low,7,3,9.669249640334007,0.05314572106814184,4.001090446087919,17,7,0.6122684838154994,0.5455845014884999,0.8965238075398784,0.6847922642812926,0.17565817757082952,0,0.0,0.0,0.0
AST-004130,Server,Engineering,1,3,1,High,4,1,9.777512001776087,0.05997659006757758,5.643320878559339,20,4,0.0,0.5255615574545497,0.8673297918293122,0.46429711642795396,0.1939605490977618,0,0.0,0.0,0.0
AST-004131,Server,Operations,0,2,3,Medium,1,0,5.3969038733310315,0.018400988863175084,69.82652597945952,1,0,0.5831891830689752,0.6144132709423015,0.9719973231409409,0.7231999257174059,0.01239032260650134,0,0.0,0.0,0.0
AST-004132,Server,Engineering,0,2,2,Medium,3,0,6.289199911599647,0.16213340551879393,14.896156639654105,2,1,0.4752524276941517,0.7979592226132094,0.5541340246412773,0.6091152249828795,0.00859728272267269,0,0.0,0.0,0.0
AST-004133,Workstation,Engineering,0,1,1,Low,4,0,5.4728486325514725,0.16929733632530405,10.360716752382524,2,0,0.12785006007378225,0.4427218170307655,0.746858587605343,0.4391434882366303,0.021704877007905556,0,0.0,0.0,0.0
AST-004134,Workstation,HR,1,2,2,Medium,1,1,7.90931186500471,0.004591829710551325,0.47046040968143954,16,2,0.5591542476956052,0.29757768581156485,0.8024546507275669,0.5530621947449124,0.05599494317823413,0,0.0,0.0,0.0
AST-004135,Workstation,Sales,0,2,2,High,3,1,7.19758428734502,0.025549887265887656,100.72623186880477,4,0,0.12709512643595922,0.38239957377561473,0.5622986785773972,0.35726445959632375,0.17168651220951056,1,19355.878062966964,4478.496524559512,20.902895340039045
AST-004136,Server,HR,0,1,1,Low,2,0,4.255616324541495,0.0172814879200161,10.533657570016674,1,0,0.4971682249831737,0.20667582263022902,0.9031615334678639,0.5356685270270889,0.00854623206797689,0,0.0,0.0,0.0
AST-004137,Workstation,Operations,0,1,1,Low,3,0,4.229214418063046,0.014117463992683956,39.8033455247515,1,1,0.10416090734043472,0.34244873902653766,0.8169273481221854,0.42117899816305254,0.03821165572596814,0,0.0,0.0,0.0
AST-004138,Database,Marketing,0,1,1,Low,4,1,10.0,0.103257809147285,21.90840411125292,1,1,0.698843671156904,0.6082024478953717,0.6501714488244997,0.6524058559589251,0.02573038926390979,0,0.0,0.0,0.0
AST-004139,Workstation,Finance,1,1,1,Low,7,2,8.987116928979308,0.2902930123965717,54.55518257781028,17,1,0.0,0.5187766826178478,0.917079438771485,0.4786187071297776,0.5380723247728769,0,0.0,0.0,0.0
AST-004140,Workstation,Operations,0,1,1,Low,2,0,4.277080416708885,0.153994380217856,23.080794891629715,1,2,0.48861680344983377,0.17243970935423325,0.3534984840013024,0.33818499893512316,0.028069023252489556,0,0.0,0.0,0.0
AST-004141,Database,Marketing,0,1,3,Medium,1,0,4.9161079243799435,0.1755904879995862,37.38597053549023,0,0,0.34519393452793984,0.42620368871664766,0.3908883351684901,0.3874286528043592,0.03793474206811839,0,0.0,0.0,0.0
AST-004142,Server,Operations,1,2,1,Medium,5,1,6.5251203640223245,0.14411461337657083,111.25010512060834,16,3,0.8123076380576097,0.4569844038258725,0.35647215574401203,0.5419213992091648,0.3986248141132916,0,0.0,0.0,0.0
AST-004143,Server,Marketing,1,1,3,Medium,2,1,8.006321991129857,0.132442702352004,26.972605682674725,18,5,0.377577128103412,0.58432757900492,0.20643107305098174,0.3894452600531046,0.19295820199859973,0,0.0,0.0,0.0
AST-004144,Network_Device,Finance,1,1,1,Low,5,0,3.253870310741485,0.15183550380416114,14.04925563824062,16,2,0.6250549631114726,0.14139456912208617,0.07345924907921202,0.27996959377092356,0.058053782857943576,0,0.0,0.0,0.0
AST-004145,Cloud_Storage,Marketing,0,1,1,Low,1,1,8.373260645190799,0.06281853498768339,66.1423322790774,0,1,0.0,0.0658303188659141,0.967804072479731,0.3445447971152151,0.18686708517389233,0,0.0,0.0,0.0
AST-004146,Workstation,Engineering,0,2,3,Medium,1,0,3.344995794950225,0.025691571154041682,150.4700466269159,2,2,0.5398142199039851,0.4622151489139221,0.6641546435539973,0.5553946707906349,0.06093738640721333,0,0.0,0.0,0.0
AST-004147,Server,Operations,0,1,1,Low,2,0,4.49897920926257,0.08274520782644185,83.83241460617758,4,0,0.7750347213932965,0.361823605829537,0.8883225838148681,0.6750603036792339,0.022869712857946478,0,0.0,0.0,0.0
AST-004148,Workstation,Finance,0,2,3,High,0,0,0.0,0.0,120.17812723255703,1,0,0.6353720420318488,0.8980645430265182,0.5771287085780856,0.7035217645454842,0.02517828933847783,0,0.0,0.0,0.0
AST-004149,Workstation,Marketing,0,3,1,Medium,2,1,7.91418218367846,0.13018765438161733,47.44185185769116,1,0,0.6320882099314088,0.859569077665354,0.9879099709713477,0.8265224195227034,0.011622777490558752,0,0.0,0.0,0.0
AST-004150,Workstation,Engineering,0,2,3,High,0,0,0.0,0.0,1.5208701164396352,3,0,0.0,0.71036955170995,0.664704466145135,0.458358005951695,0.008671302374994814,0,0.0,0.0,0.0
AST-004151,Server,Engineering,0,1,1,Low,1,0,4.981993328213984,0.18145628162873237,10.089783003319454,4,0,0.7416050530102802,0.879622896559595,0.3837434871787597,0.668323812249545,0.0052324002841601085,0,0.0,0.0,0.0
AST-004152,Server,Sales,1,2,1,Medium,6,1,9.787852133163323,0.027197349579380484,11.896075000968839,17,1,0.5165128614795337,0.7274488284792039,0.6904241678848207,0.6447952859478527,0.06267988629639284,0,0.0,0.0,0.0
AST-004153,Workstation,Engineering,0,1,2,Low,3,0,6.723330399935562,0.22868867916267888,11.587283329829223,4,0,0.1368284540017395,0.30875838990200577,0.759169034195048,0.40158529269959775,0.029215584510889448,0,0.0,0.0,0.0
AST-004154,Database,HR,1,4,2,Critical,8,1,6.690523591518139,0.24167538644235317,3.3183742382181434,12,4,0.5295539859444326,0.6143658033387807,0.9973935569825592,0.7137711154219243,0.06808093559361081,0,0.0,0.0,0.0
AST-004155,Server,Finance,0,3,1,Medium,3,0,4.3052258677696695,0.08787520396550708,6.918216354897979,2,0,0.48899617931984657,0.5404763837964817,0.9372464246544354,0.6555729959235879,0.006008549451907934,0,0.0,0.0,0.0
AST-004156,Server,Finance,0,2,4,High,1,1,9.47402095430125,0.24084819676498143,32.444727273972106,2,0,0.419571340210289,0.2433995068867921,0.9659481039282568,0.5429729836751126,0.01920250247832864,0,0.0,0.0,0.0
AST-004157,Workstation,Finance,0,5,2,Critical,2,0,4.389833862480531,0.05963087296334115,12.11453920693067,2,1,0.7099755487507866,0.7878370734523232,0.8961987320325262,0.798003784745212,0.0033676184824238966,0,0.0,0.0,0.0
AST-004158,Network_Device,Marketing,1,2,1,Medium,5,1,9.247878420055171,0.0694668611515192,18.534433304292175,14,2,0.6283469280506084,0.6721787137637142,0.9781801766261057,0.7595686061468094,0.08499528156223633,0,0.0,0.0,0.0
AST-004159,Cloud_Storage,Operations,0,1,1,Low,5,0,5.265171320768889,0.12206857793231574,34.15708353329344,1,0,0.5305097904288184,0.2239597210874696,0.9182794032523826,0.5575829715895568,0.024946660698523512,0,0.0,0.0,0.0
AST-004160,Workstation,Marketing,1,1,1,Low,5,1,8.776626911716528,0.22578434078302384,2.973104961401476,10,4,0.4429699327219223,0.0681699869868525,0.933986026052209,0.4817086485869946,0.09443687968988264,0,0.0,0.0,0.0
AST-004161,Workstation,HR,0,2,1,Low,1,0,3.244143966619677,0.021501117251525557,42.747694947364,3,0,0.5786397497255643,0.6510771817398633,0.6491693654893372,0.6262954323182549,0.004674109738207683,0,0.0,0.0,0.0
AST-004162,Server,Operations,1,4,1,High,7,2,9.612891670932866,0.12632521372113117,11.915529019480113,17,3,0.6873158425088978,0.8377329907816182,0.9459769658129739,0.8236752663678301,0.11862973414520354,0,0.0,0.0,0.0
AST-004163,Workstation,Engineering,0,4,2,High,4,0,6.268051633840295,0.16232097614317587,8.002945159554725,3,2,0.0,0.8836376084962057,0.9521367933739188,0.6119248006233748,0.01534328532944532,0,0.0,0.0,0.0
AST-004164,Database,Marketing,1,2,2,High,4,0,4.652658729762293,0.17953854501401667,105.57066057357446,14,5,0.5882470007251291,0.7334684330039554,0.9706792663424281,0.7641315666905042,0.13881633708916594,1,208683.80005648377,58992.054194224474,10.986222512305492
AST-004165,Workstation,Operations,0,1,1,Low,3,1,8.736947955300446,0.1579861592847675,97.53258655574706,0,1,0.5439525865232331,0.17773518892504178,0.6731787004951066,0.4649554919811272,0.1509160975988787,0,0.0,0.0,0.0
AST-004166,Database,Engineering,1,2,1,Medium,2,0,4.724590457135693,0.25878461084819565,30.466351276685,21,6,0.7028209614197308,0.08037997718471855,0.37152954648560593,0.38491016169668507,0.09678560147430507,0,0.0,0.0,0.0
AST-004167,Server,Operations,0,3,4,High,1,0,5.031368519667481,0.08971473091168464,22.74524039820592,3,0,0.6630799823098706,0.5116654642394697,0.7610154897882233,0.6452536454458545,0.010935306262354628,0,0.0,0.0,0.0
AST-004168,Server,Engineering,0,2,1,Low,1,0,5.935883197537979,0.009953729688534266,9.249289263298117,2,1,0.9035688193270889,0.4575084884951325,0.8407841501297652,0.7339538193173288,0.004736427670788309,0,0.0,0.0,0.0
AST-004169,Database,Operations,1,2,1,Medium,6,2,7.74234883955693,0.09609412969636273,37.79463404295968,13,5,0.7295598649430858,0.4995191213987509,0.4269387646514901,0.5520059169977756,0.3456840299736217,0,0.0,0.0,0.0
AST-004170,Server,Marketing,0,2,2,High,3,0,5.6439287183312015,0.05014247366320467,4.72114052056742,0,0,0.0,0.6658653436969796,0.8416151350451891,0.5024934929140562,0.010212514524194378,0,0.0,0.0,0.0
AST-004171,Server,Marketing,0,4,2,Critical,1,1,9.245739915019847,0.02383391524463421,11.332389018529621,2,1,0.5007421502812718,0.7754579956747397,0.9635755770950132,0.7465919076836749,0.021395997801754957,0,0.0,0.0,0.0
AST-004172,Cloud_Storage,HR,1,3,4,Critical,6,0,5.998694343062912,0.20990068260636718,2.6057067216904035,12,6,0.5075588136106641,0.7783831762303701,0.4461632032189686,0.5773683976866676,0.02042514259378721,0,0.0,0.0,0.0
AST-004173,Workstation,Sales,0,1,4,High,3,0,5.010704455872822,0.04551870892195852,70.25233203943613,3,1,0.0,0.5152094941852516,0.6242903640732609,0.37983328608617084,0.06950858103944302,0,0.0,0.0,0.0
AST-004174,Workstation,Finance,0,1,3,Medium,2,0,3.9789725833861294,0.16034714482584003,50.8865847672313,3,0,0.6414437061620482,0.6596785227475673,0.9139262125150956,0.7383494804749038,0.013486952357544008,0,0.0,0.0,0.0
AST-004175,Network_Device,Marketing,0,4,1,Medium,3,2,8.224946015754371,0.17371635326246448,2.57667454484823,1,0,0.5488305233836157,0.8912231910355997,0.5052769195942822,0.6484435446711658,0.011960985245154241,0,0.0,0.0,0.0
AST-004176,Cloud_Storage,Marketing,1,3,1,High,4,0,5.179647214233942,0.0202980894540776,130.73293569158218,14,3,0.7810390294036029,0.7648678419539762,0.7091757248299364,0.7516941987291718,0.12477760542059402,0,0.0,0.0,0.0
AST-004177,Workstation,Engineering,0,1,2,Low,5,2,9.596306466814294,0.03309293997010224,5.715630465414914,2,0,0.5611101194337804,0.468627243035199,0.8259719232823204,0.6185697619170999,0.021496726803597273,0,0.0,0.0,0.0
AST-004178,Network_Device,Sales,0,2,1,Low,0,0,0.0,0.0,113.3659318205974,2,0,0.5289948297046815,0.6305619228631384,0.7500542388685911,0.6365369971454703,0.03609641416655327,0,0.0,0.0,0.0
AST-004179,Database,Marketing,1,4,1,Medium,6,0,3.7983690087061035,0.2094341841772103,15.618361440841586,12,4,0.7943811333271953,0.6792097708005066,0.9758719392215887,0.8164876144497635,0.017364707190805604,0,0.0,0.0,0.0
AST-004180,Database,Operations,1,4,1,High,4,1,6.957408596358331,0.07979128704357988,0.06320904688230558,11,1,0.7826041441614056,0.17974478786056852,0.711598783783697,0.5579825719352237,0.022380581957840293,0,0.0,0.0,0.0
AST-004181,Workstation,Sales,1,3,1,Medium,4,1,7.673775669304257,0.23510871006804954,43.732248779339876,12,5,0.8341292320609898,0.6930178967126637,0.6561149589052456,0.7277540292262996,0.10713604010990184,0,0.0,0.0,0.0
AST-004182,Workstation,Finance,1,1,1,Medium,4,2,7.904689273063081,0.10320578424951764,148.0349415760733,18,3,0.5788920769757067,0.0741435918561903,0.5235917528794252,0.3922091405704407,0.8254607108464531,1,280147.5147405114,65291.33894492677,5.580334090641771
AST-004183,Workstation,Operations,0,3,1,Medium,3,0,4.136965105666636,0.01630780527613492,15.468042060343157,3,1,0.40089487208030183,0.5912479079880925,0.9329181463744339,0.6416869754809428,0.0064315759767761774,0,0.0,0.0,0.0
AST-004184,Database,Engineering,0,1,1,Low,1,0,2.0945785902395664,0.16715110859640553,19.117380313359003,1,0,0.6468775946920634,0.30614688980858823,0.8630049810065485,0.6053431551690668,0.009063423675896784,0,0.0,0.0,0.0
AST-004185,Server,HR,0,4,3,Critical,0,0,0.0,0.0,1.7476217830325171,1,0,0.8396698242704493,0.924446929339068,0.9346388185497938,0.8995851907197704,0.005752867550119681,0,0.0,0.0,0.0
AST-004186,Workstation,Operations,1,1,2,Medium,6,4,8.58837547137727,0.10660311363951605,44.436187195998876,15,1,0.43257843360747844,0.8026196848626036,0.2855543352430074,0.5069174845710298,0.3015012634539005,0,0.0,0.0,0.0
AST-004187,Server,Finance,1,2,3,High,3,0,6.218253494812618,0.16258430196732737,36.75915133042594,10,2,0.5195741730145118,0.6149925093057687,0.9912536026252208,0.7086067616485003,0.04290650739663331,0,0.0,0.0,0.0
AST-004188,Workstation,Operations,1,2,1,Low,3,0,6.302797554162862,0.004319557645184201,63.63036512106619,17,1,0.5955865173917351,0.6339043127918347,0.987401020909775,0.7389639503644482,0.05905940596689885,0,0.0,0.0,0.0
AST-004189,Workstation,Sales,0,3,1,High,3,0,5.949499473439392,0.03832550507873831,8.757655955707587,3,0,0.8585255116484416,0.9562669712280533,0.908178757557716,0.907657080144737,0.0036621006009859855,0,0.0,0.0,0.0
AST-004190,Workstation,Sales,0,2,1,Medium,0,0,0.0,0.0,17.80470874911942,3,0,0.2904750993569307,0.5385322388166541,0.8955867737424279,0.5748647039720042,0.017647721366017673,0,0.0,0.0,0.0
AST-004191,Workstation,Finance,0,1,2,Low,1,0,6.8447641495822005,0.0081112691532144,64.97778982216641,0,0,0.4031778073393805,0.6963299590987285,0.3506194438528248,0.4833757367636446,0.019453444610504383,0,0.0,0.0,0.0
AST-004192,Network_Device,Sales,0,3,3,Critical,1,0,4.811018886854936,0.04913432779642723,33.15968490264325,4,1,0.6048429430035368,0.36770504256545794,0.4985135116361045,0.4903538324016998,0.009304353476520007,0,0.0,0.0,0.0
AST-004193,Workstation,Operations,1,1,1,Low,7,1,9.080892769246878,0.04736723866950528,9.61377920951076,13,1,0.11590344018716532,0.7069616871260085,0.9959530556619575,0.6062727276583771,0.0834604103750155,0,0.0,0.0,0.0
AST-004194,Workstation,HR,0,1,3,High,3,0,4.7801444963379165,0.02843369012036954,4.645996390507098,2,2,0.0,0.431519027890993,0.7538303613013381,0.39511646306411036,0.017929555730355942,0,0.0,0.0,0.0
AST-004195,Workstation,Operations,0,5,2,Critical,0,0,0.0,0.0,0.4395584720692639,4,0,0.8116254839273623,0.6171800068595805,0.7466316586005503,0.7251457164624977,0.0014137732153211096,0,0.0,0.0,0.0
AST-004196,Server,HR,1,2,1,Low,5,1,9.261096047129168,0.15838513447375177,9.060672672853038,14,2,0.9019826620910967,0.7773919622360741,0.9012984839428835,0.8602243694233515,0.049788163665134805,0,0.0,0.0,0.0
AST-004197,Server,Sales,0,3,2,Critical,1,1,7.6274291306393,0.08771297441412772,73.23934010136881,3,0,0.6447529737269994,0.43211582284592326,0.8551448650060238,0.6440045538596488,0.08009396369361736,0,0.0,0.0,0.0
AST-004198,Server,Operations,0,2,2,Medium,3,1,9.271754667695413,0.06772238655648347,4.1043766431745095,1,1,0.8390542373445483,0.6408006474353979,0.9645615074345185,0.8148054640714882,0.009232116340746202,0,0.0,0.0,0.0
AST-004199,Workstation,Sales,0,3,1,High,3,0,4.3185013004616275,0.020425850454304877,3.1984621551613297,0,0,0.6560903047006545,0.6953200972430966,0.9887409399831513,0.7800504473089674,0.003129829565289206,0,0.0,0.0,0.0
AST-004200,Workstation,HR,1,3,1,High,2,1,8.735696222811434,0.2417656880216608,20.886249673732213,9,2,0.8357544734999903,0.6024318154379268,0.9524549490890268,0.796880412675648,0.08567828483513983,0,0.0,0.0,0.0
AST-004201,Network_Device,Sales,1,2,2,Low,6,0,5.4206476898263265,0.0629230993443063,27.745210912656532,23,3,0.2491944523311155,0.7247533891395771,0.9055078017701425,0.6264852144136116,0.02968729251629098,0,0.0,0.0,0.0
AST-004202,Server,Marketing,0,5,2,Critical,0,0,0.0,0.0,14.493033730949044,2,1,0.8922187465771091,0.6196761557231804,0.7935443455130063,0.7684797492710986,0.006341215462935249,0,0.0,0.0,0.0
AST-004203,Server,Engineering,0,2,1,Medium,4,1,8.363006478359848,0.009798586609288975,38.87089309342979,2,1,0.6780981764695979,0.7777764676210254,0.8926134109720684,0.7828293516875638,0.017107316906085433,0,0.0,0.0,0.0
AST-004204,Cloud_Storage,Operations,0,3,3,Critical,1,0,3.6645976113724292,0.03718175307380371,18.6463301943137,0,0,0.5588129681249406,0.8735244210165204,0.882010930450574,0.7714494398640116,0.007230181840310314,0,0.0,0.0,0.0
AST-004205,Server,Marketing,0,3,1,High,4,1,9.773015666508423,0.0165345951644386,18.940426730681853,4,1,0.6671378587826676,0.7156459936686643,0.9404765558804327,0.7744201361105882,0.013608721310536373,0,0.0,0.0,0.0
AST-004206,Workstation,Sales,0,1,1,Medium,2,0,5.1643990936351845,0.003090821672952882,20.781405269256922,1,0,0.5602315559373684,0.22392495907686746,0.9180073831371972,0.5673879660504777,0.008270625920141291,0,0.0,0.0,0.0
AST-004207,Workstation,Sales,0,2,1,Low,3,1,7.255467714939549,0.16910120745455307,12.0691134827702,1,0,0.0,0.5615469374120464,0.26441284234222423,0.27531992658475685,0.036108031938746225,0,0.0,0.0,0.0
AST-004208,Workstation,Engineering,0,5,3,Critical,1,0,7.691147858148664,0.168935016767683,2.5654015484079054,2,1,0.5883526653912133,0.9420034325700206,0.9830579047209826,0.8378046675607389,0.002739373088335823,0,0.0,0.0,0.0
AST-004209,Server,Sales,1,1,2,High,10,2,9.408215214320617,0.18894164420350082,86.79359988047516,20,3,0.6059855985278501,0.40019902113252087,0.6648169051078494,0.5570005082560735,0.4047255193282763,0,0.0,0.0,0.0
AST-004210,Server,Engineering,0,1,2,Medium,1,1,9.8606921315111,0.09711799803214101,149.8294771744346,2,3,0.5881552925995667,0.7318211265927654,0.7181921675332369,0.6793895289085229,0.07530730127730487,0,0.0,0.0,0.0
AST-004211,Server,Operations,0,2,4,High,4,1,8.33435334811492,0.01909361314442319,4.45076916246487,3,0,0.2346648706993575,0.2602557111098852,0.7158542652109547,0.40359161567339913,0.03414956681102888,0,0.0,0.0,0.0
AST-004212,Workstation,HR,0,1,2,Medium,1,1,10.0,0.1505402584332253,52.6044698406966,4,0,0.38741851678008254,0.1341465001569271,0.9255187345894085,0.482361250508806,0.08512366575366881,0,0.0,0.0,0.0
AST-004213,Workstation,Engineering,0,4,1,High,1,0,3.824734050018765,0.014970735094753933,0.04518903495619487,2,0,0.6831294105612683,0.7039074917131561,0.8450840592531733,0.7440403205091992,0.003676123975796739,0,0.0,0.0,0.0
AST-004214,Server,Engineering,0,1,2,Low,5,0,5.24337547311819,0.0027559083398022025,12.695590930595943,2,1,0.34275354334718733,0.5726455063270606,0.9451206502147286,0.6201732332963256,0.02196555480268948,0,0.0,0.0,0.0
AST-004215,Workstation,Marketing,0,1,2,Medium,4,1,8.986715978384558,0.07490408582349312,39.143602306356755,2,0,0.3084291980225874,0.6828868952994405,0.2748750172704083,0.4220637035308121,0.025666726747310815,0,0.0,0.0,0.0
AST-004216,Network_Device,Sales,1,3,1,Medium,6,1,7.552937533263812,0.07097661259987169,16.793069947933088,10,4,0.9508890710271618,0.6660194349462444,0.7918703935254429,0.8029262998329497,0.039875109383265474,0,0.0,0.0,0.0
AST-004217,Server,Operations,1,1,1,Medium,7,1,8.043541985984922,0.153716263032778,12.462950656272449,14,4,0.0,0.305393205651307,0.6491674609014167,0.3181868888509079,0.48754757644700264,1,54949.60949872817,9819.756898865935,10.158452438315186
AST-004218,Workstation,HR,1,2,2,Medium,3,3,8.423801604909059,0.16258542044985547,7.196478364068896,13,5,0.8750734846424352,0.5543039817549442,0.9542854808836017,0.794554315760327,0.10520439452530114,0,0.0,0.0,0.0
AST-004219,Workstation,Finance,0,3,1,Medium,4,0,3.4412877131521156,0.24411346236466133,101.50723974535401,3,0,0.8522332579104214,0.8274139383857009,0.6308622139747444,0.7701698034236223,0.06074842246074269,0,0.0,0.0,0.0
AST-004220,Server,Engineering,1,3,1,High,8,1,8.87578149462963,0.1620952703923276,8.74677116304724,14,3,0.566671810791134,0.6791633102219659,0.8417936646206935,0.6958762618779312,0.04320052969948212,0,0.0,0.0,0.0
AST-004221,Database,Finance,0,3,2,Medium,2,0,4.472282134838459,0.09457266227730575,7.506481398473372,0,2,0.5663895023547608,0.8886926191161723,0.8406077225450309,0.7652299480053214,0.006678607388938758,0,0.0,0.0,0.0
AST-004222,Workstation,Sales,1,1,3,Medium,1,0,4.924195822827444,0.22216134791051875,11.344615183961563,19,1,0.7927138517588973,0.44850238068322157,0.8680690252528974,0.7030950858983388,0.011006548659191226,0,0.0,0.0,0.0
AST-004223,Network_Device,Engineering,0,1,1,Low,2,1,9.40430605788003,0.010543111678266676,101.80928585117199,1,1,0.5015121400219154,0.43326309357416665,0.8103134931262087,0.5816962422407636,0.0751669999599223,0,0.0,0.0,0.0
AST-004224,Network_Device,Finance,0,1,1,Medium,2,1,9.180755851674924,0.09095239986091003,1.7229787023245673,4,1,0.9100432660508682,0.2585944412466678,0.9911542759060534,0.7199306610678632,0.01773432224060377,0,0.0,0.0,0.0
AST-004225,Workstation,Marketing,0,1,2,Low,2,0,4.156241044529895,0.2821438265452068,5.876902027863294,2,1,0.12015941691515979,0.8418109440122253,0.9430067990856384,0.6349923866710078,0.004297319116184036,0,0.0,0.0,0.0
AST-004226,Workstation,Finance,1,2,2,Medium,7,2,8.147911739877916,0.031336533496810204,71.95297680726998,21,2,0.6702498557722639,0.47461833206941645,0.7835396260449787,0.6428026046288864,0.3046821067444503,0,0.0,0.0,0.0
AST-004227,Database,Marketing,1,1,4,Medium,4,1,8.017983805657693,0.24881707651505694,70.34421294420653,13,2,0.5483513327846089,0.8340947725380752,0.6434230016547678,0.6752897023258173,0.1269462700015776,0,0.0,0.0,0.0
AST-004228,Workstation,HR,1,2,2,Medium,4,0,4.408461517670285,0.19725383676924235,12.069006357845712,8,2,0.3595535828969494,0.4525403554929354,0.8460493940435257,0.5527144441444701,0.06919532989795292,0,0.0,0.0,0.0
AST-004229,Workstation,Sales,0,1,2,Medium,2,0,4.629565167345491,0.053927247863782404,11.329776484912466,2,0,0.8982153305683568,0.3187576783325138,0.3643201811108891,0.5270977300039199,0.0037458385032533015,0,0.0,0.0,0.0
AST-004230,Server,Operations,0,2,4,High,3,1,8.056141133670845,0.00035819427483122906,73.12121411630197,2,0,0.6207605090519884,0.19944926818908237,0.746109242619469,0.5221063399535133,0.04115475377930818,0,0.0,0.0,0.0
AST-004231,Workstation,Finance,1,1,1,Medium,3,0,4.269888172850748,0.1557464612961291,17.22747838663808,12,6,0.0,0.22502358097602473,0.5924968663362272,0.27250681577075064,0.09499945524022181,0,0.0,0.0,0.0
AST-004232,Workstation,Engineering,0,1,1,Low,4,1,7.107467047043217,0.06950969880701312,1.754227727252012,3,1,0.16197932760504016,0.464694320398767,0.4225731954815833,0.3497489478284635,0.014281908096155675,0,0.0,0.0,0.0
AST-004233,Database,Sales,1,2,2,Medium,3,1,8.685266025338525,0.1603988250092195,51.77762086673202,16,1,0.5920685456261918,0.6874037403167609,0.7539943824064465,0.6778222227831331,0.17990199509289712,0,0.0,0.0,0.0
AST-004234,Cloud_Storage,Finance,0,2,1,Low,4,2,7.87794150990296,0.20318096082620948,66.02843321515387,0,2,0.5233895643261749,0.7707654260494533,0.9418088457076048,0.7453212786944109,0.05392410354266494,0,0.0,0.0,0.0
AST-004235,Server,Engineering,0,3,1,High,7,1,7.6059764253774835,0.20936832799277325,31.075157700868186,3,1,0.6913823667627707,0.7327340315831754,0.8152444322107002,0.7464536101855487,0.007293846912674886,0,0.0,0.0,0.0
AST-004236,Database,Engineering,1,4,1,Medium,10,2,7.678976448731353,0.14520480323883506,6.803412826193976,21,1,0.7873714604603881,0.7820300610285691,0.6985302621694587,0.755977261219472,0.14458112896261885,0,0.0,0.0,0.0
AST-004237,Server,Operations,0,3,2,Medium,0,0,0.0,0.0,66.41200800005444,3,0,0.5439401801604105,0.5818783009958332,0.9334428016526591,0.6864204276029676,0.01090861985827076,0,0.0,0.0,0.0
AST-004238,Workstation,Operations,1,2,3,Medium,1,0,3.633221753126412,0.07975370945862002,35.40483485086834,20,3,0.42902686365928455,0.31128885133720025,0.5365232728140035,0.4256129959368294,0.07542274558337961,0,0.0,0.0,0.0
AST-004239,Workstation,Engineering,0,1,1,Low,3,1,10.0,0.006335019139212669,49.70878026696309,3,0,0.08209529994712632,0.4386894886935621,0.6981689420936544,0.4063179102447809,0.02650068676981983,0,0.0,0.0,0.0
AST-004240,Database,Operations,1,1,2,Medium,6,1,9.005554913504257,0.15445152816309346,84.0578220212996,21,5,0.41680340623331513,0.21662573614752453,0.6729044165820318,0.4354445196542905,0.2984326706905601,0,0.0,0.0,0.0
AST-004241,Workstation,Engineering,0,3,1,Medium,2,0,4.526098355888356,0.11686814745463033,105.92576590513768,1,0,0.6264183647010052,0.6418730511553172,0.9892993145489086,0.7525302434684104,0.033375104985049,0,0.0,0.0,0.0
AST-004242,Database,Finance,1,1,2,Medium,9,1,7.198859227020074,0.025943919481923983,152.91141631447277,11,3,0.515282791805356,0.8501472993380085,0.5768849223583471,0.6474383378339038,0.5627585489409832,1,22451.968354479337,6534.774686481028,10.7526954222355
